msno,city,bd,gender,registered_via,registration_init_time,expiration_date,membership_days,age_group,registration_year,reg_month,reg_weekday
nl0ICpq9iwl+EE/FN0Wqb89hxdkmvKkWR7RMjd7Uav0=,5,28,female,3,2016-03-27,2017-07-08,468,20s,2016,3,6
4yzzGrXfBoOAAOf2WLrKF0j2vHj4FUHbeSgTWCOOM/Q=,22,30,male,9,2010-06-10,2018-03-12,2832,20s,2010,6,3
Kr3rDrFJp1YzOHY6qGljBkj+cz8T1c7hmT/KH6Ffuw8=,13,29,female,9,2005-10-20,2017-09-30,4363,20s,2005,10,3
hF9T51ugJmebUloXkLiHwzeO+dQvCS4ZPT39755fg40=,13,40,male,3,2013-05-25,2017-05-12,1448,30s,2013,5,5
1YZuzAOYcD11z4rJpMNybIUqchZCBgYbD3zGWCHaTRI=,1,16,male,3,2016-02-02,2017-09-18,594,10s,2016,2,1
TUjunAP18sY0I9BGR6F/GuHQMaAa7xNwIW9dI4jlLIg=,14,23,female,4,2016-03-31,2016-07-14,105,20s,2016,3,3
UFcuNKrdpC5WYOsrjjZRVUUoAL0wf1GUzmRyUV0Uq20=,4,24,male,9,2013-04-19,2018-01-15,1732,20s,2013,4,4
CpJvTEKW2m4dZzyDHWcP5S57RZoR7OUwdWmC+ujEOtM=,13,27,male,9,2013-12-17,2017-09-19,1372,20s,2013,12,1
uwsHKLeI5AJ2+sRccPI9fWOFBzaeSlHR5wIbhOjg/Uc=,1,24,female,3,2016-10-22,2016-10-29,7,20s,2016,10,5
KkPIBceGSyv832hTJMiuaBsIF+B11YSa5R84NugeffM=,15,20,male,3,2015-07-08,2017-09-15,800,10s,2015,7,2
kPO1YhoZ/fMHaUI8b0ixnV0wcrFXvKa3ZwBYpeDUB4U=,5,22,male,3,2015-06-29,2016-11-26,516,20s,2015,6,0
T61ImDLmkF/b0rQqsVX2s/crJp3yaiioz9zgSCDnarM=,5,23,female,9,2014-10-02,2017-10-24,1118,20s,2014,10,3
+3gBpPePZrN6rcFLhbho3OMn4voYic1DCunQpPnfjYA=,4,41,female,9,2010-01-11,2017-09-30,2819,40s,2010,1,0
ieieLyfYpQtmWv5G251woOp3BePI6olJgKDF8bthYHg=,6,36,male,3,2015-03-28,2017-03-04,707,30s,2015,3,5
9pHTC0pjy4T82Fe7cgn+lspgGLxNBNQ351d3bUy7r6Y=,4,25,female,3,2012-08-02,2017-10-10,1895,20s,2012,8,3
Dbz/kc82iyahMcrSrMtHkghgKNheXaksKHiCCdld9R4=,4,30,male,9,2005-10-26,2017-09-30,4357,20s,2005,10,2
5pr+x566HOsYLEv4ouZ5cEHFFwBB74xaFbExdPGJ6b0=,5,38,female,9,2007-01-28,2018-06-28,4169,30s,2007,1,6
VLUEwhSEW4yeP+F0kXP/RnwSRLeuq6866cjcmXnlvds=,1,29,female,4,2016-02-20,2016-03-26,35,20s,2016,2,5
ZIeUVCALCSnLCbaInAX0IvAkF/QFsbInl1DbGKwvJmg=,13,49,female,3,2015-11-06,2017-10-04,698,40s,2015,11,4
hvNvj0upPxo5kbVf3p3w1IN+beZFPAkquGN5PnlWdT8=,13,36,female,9,2010-01-27,2018-04-22,3007,30s,2010,1,2
lQWlDpvSuxH3HGxqp8v3B71Du6GYBgnF+FMPPuU4ulk=,14,18,female,4,2017-01-25,2017-01-29,4,10s,2017,1,2
mXbap91HsHtU0+r2Hu0nlzLSUDZNwJT9Ei6y3l5sYIY=,5,16,female,4,2015-11-06,2017-08-30,663,10s,2015,11,4
pxH9fmKZY1JSbFrAPLTtuC31kb4uWW6aSD7AUSe+jz0=,18,36,male,9,2004-10-19,2017-09-30,4729,30s,2004,10,1
b3XQ8SDQseU0jvwhHBQceVrFEHmvNl+N4+zJcIgR5GQ=,5,46,female,9,2009-01-28,2017-09-30,3167,40s,2009,1,2
kpvjEFvtOQ5IeX7GhIFHha7Do3EjbUGcceFVyu+F8YE=,10,30,female,9,2011-04-23,2017-08-12,2303,20s,2011,4,5
uEhT4FHNuiJIq27C+uRCkIBfzlKEohx0K9kkstUiCps=,13,19,male,9,2015-06-19,2018-02-17,974,10s,2015,6,4
SlRse8pAB6zr7BhFvs49v+fIweKtx+NZFFQ8+kSxZmc=,4,26,male,4,2016-03-04,2017-01-23,325,20s,2016,3,4
bJ1a/UQxdrNsUSM5ggKadb5XIjhoNEGwcnxgoZefr2I=,4,26,female,3,2012-08-01,2017-10-05,1891,20s,2012,8,2
A5m31zr/wKZqrZV3OEHbCj796MiOdU7a0NoEgGPpclg=,4,28,female,9,2013-08-06,2017-01-12,1255,20s,2013,8,1
GaHgJKbfmHlv68gyFmDP1RhnYl2hhUQ1G+89S0Pzb0w=,6,21,male,3,2014-01-21,2017-09-30,1348,20s,2014,1,1
PWFta+8zZtg/MYPcwtPatm+SCWU5DxdO64oRmvdl0gg=,4,40,male,3,2014-04-11,2017-09-15,1253,30s,2014,4,4
zN/c7f21mEzLtnPD7u/DS8TDUZOC29+XnEEFysmZrJ8=,15,30,male,3,2012-09-01,2017-10-01,1856,20s,2012,9,5
OPiP8jOYZ4f+87ebWZ2iLu9+FoTf2zxUbi67C93mH0Y=,13,41,female,9,2008-09-22,2017-09-25,3290,40s,2008,9,0
S+30KfV6u3RBqyK5E9qHGBlqrqjVmUyUZByCgxUyxJY=,13,41,female,9,2011-10-23,2017-09-30,2169,40s,2011,10,6
4AzABfUKmnJempDxEYbfkyHa3HkDCePPDl+u8ETxzZk=,10,32,male,3,2014-10-08,2017-08-16,1043,30s,2014,10,2
yYP0aS8f6NtuzQv0B/2bOTDZPLQnKOAshwspTOAZJlk=,4,27,female,9,2013-02-03,2018-05-18,1930,20s,2013,2,6
yogEoReXj7MJSTRhtuBNKyUaaT9homd7Phdf0yujUQc=,22,23,male,4,2015-12-26,2017-08-08,591,20s,2015,12,5
rTbwIzDDVa3YvE6SxFQ4XcGnhiBz31W55D7SVsKJiik=,13,21,female,3,2015-07-14,2017-09-07,786,20s,2015,7,1
5YFaEIgTGNNtq/gRhs70R4mrDJ+5gQLRRoFwYrt2Hvw=,6,34,female,3,2016-02-09,2016-02-12,3,30s,2016,2,1
qUsh7Dan6vI0/rG0ACKy8l61GbtCVgnTnIBms7o1SiM=,13,17,female,4,2015-12-10,2017-06-09,547,10s,2015,12,3
Fb19TLj6c6OstxRyXBkOvZSmeMffS/t+M6/MOJsmRQ0=,15,24,male,3,2013-02-28,2017-09-11,1656,20s,2013,2,3
nUkh1brI3uXBTYxAE0+vy8kVq040b4UGk7IZ+03Q4Qg=,15,44,male,7,2013-02-21,2017-04-18,1517,40s,2013,2,3
LwuMw77qYh0Q2EDz6enb4jtLKFitlXX6FZBElVUJWH4=,1,31,male,3,2014-10-20,2017-02-20,854,30s,2014,10,0
WduRpdKg4BQ6gEe4hg2bJUyA7GkSJbsdz6P4Tlm4iSI=,15,28,female,9,2011-11-12,2017-10-20,2169,20s,2011,11,5
me4WfWB70P+B+wbIunsX6vMwafzqcU3DwfY8t2jV8Ow=,14,30,male,4,2016-06-14,2017-09-19,462,20s,2016,6,1
EZ32Q9QHUvVSn+VhykE13zYBqki73C+MEZzEI/o7Hko=,13,20,male,3,2013-06-29,2017-09-11,1535,10s,2013,6,5
FIvg9lp7fMxKmWSFpeOyF1ZsSbFpu+PR4iouZqTbTU4=,4,22,female,3,2013-06-23,2018-01-02,1654,20s,2013,6,6
6VuYFhrplZVx9P+/gjKLEgdx5yYStmbjjc4nBEtn+Us=,10,18,male,9,2011-03-29,2017-08-06,2322,10s,2011,3,1
JtROfnRocNoUdXlZmK6uisRjLkxK6oR8G52nQz1+npo=,13,37,male,9,2015-06-03,2017-04-10,677,30s,2015,6,2
Ufho24mPQgcrBD/6869RfeQjTSmSb/rtBocSETm+Bdo=,13,27,female,9,2009-04-24,2017-09-30,3081,20s,2009,4,4
4CHHkW9auIrJ2LbjEVCkxRhwptKAmgthCXXNDnJvF7s=,5,25,male,9,2011-11-27,2017-07-18,2060,20s,2011,11,6
0NC4qnMEVQm+1cjdleqlCxJhkPsBjdrN9W/BugwbeOI=,1,36,female,4,2016-03-04,2017-07-15,498,30s,2016,3,4
WNOxasdyszmmWsE4YgpxbNUmkWcDnR/jl2hzIsQZtSQ=,22,26,male,9,2015-03-05,2017-11-16,987,20s,2015,3,3
peO68YRppADufdMHTzagDswzeHjsof+W5DE595fpg1s=,5,19,male,3,2014-08-09,2017-07-18,1074,10s,2014,8,5
8pMtB66EVpma8b7N84o/U8RDYw9y+A8TWXD+NPy8Fd8=,15,21,male,9,2013-04-23,2017-09-04,1595,20s,2013,4,1
n2DLzHfBTROWh8gsAc9sWYXpah2lJ3bNgb97LslpNGA=,22,29,female,3,2015-09-07,2017-09-25,749,20s,2015,9,0
yM5j0PzwzE3kjlydsTKe+29D5cDjJYPqXpy0PRrG8KM=,4,26,male,7,2013-12-04,2017-09-20,1386,20s,2013,12,2
FDMA1LRpsLnrVAS8croDqGRBAjjC/abTg06CaaPHTSo=,13,29,male,9,2008-05-06,2017-10-09,3443,20s,2008,5,1
Qkvc9V7NevIGo/sv0JMPY/+j88/QZs3kk0N1aqgirVk=,5,39,male,3,2013-04-04,2017-02-24,1422,30s,2013,4,3
TJ1sVdTkwAYK2c42vtNLdg5uhGs+C87EztJZyuM2R6E=,15,22,female,9,2011-06-08,2017-08-12,2257,20s,2011,6,2
teASoPuN4fSjA0qx4VLqzTfs0T1utrSHlApsKHcdJDA=,8,21,female,9,2014-09-13,2017-08-03,1055,20s,2014,9,5
xqt9l1/pqDwsmDzzA4RfCeq/rmCCIbaWDC+yvgcDyCM=,5,36,male,3,2014-04-26,2017-08-14,1206,30s,2014,4,5
M0nk0XmAVj8NoS7GCw1GQUoCIiMZV8b7ZZx21NhhrWo=,14,26,male,9,2010-11-18,2017-10-20,2528,20s,2010,11,3
Ep+0Nbz9hwpjdLtgToHjjYNWZ2Yg94r0gyoAt2AZFZc=,13,25,male,9,2015-08-20,2017-09-18,760,20s,2015,8,3
OSJKAq0he1kfChPwSGOdVzKqiPYjeqHrjvRSK3+cHZ8=,9,26,female,4,2016-01-10,2017-06-09,516,20s,2016,1,6
XQNZyvHNVoeouZTfOITAXZvs/z02a8fFNmcdsog7j3U=,4,25,male,9,2007-05-30,2017-09-30,3776,20s,2007,5,2
VWFXZYmYxm1iTsYv5AbpwhA3vRF8g9GhpsAAhyM/KZM=,22,19,male,3,2012-07-21,2017-10-04,1901,10s,2012,7,5
HnC1uEm0kssyqF/NbBeupXSjZyl8l+TR7PCgAmex1jU=,11,24,male,9,2011-08-21,2017-09-16,2218,20s,2011,8,6
Bq2iAvWyiJzj7z08mlsvAW2m9j7qPSHOv0lQrF7/BzY=,1,31,male,3,2015-06-05,2017-07-14,770,30s,2015,6,4
TDxgF7HY5WcvPjBdC8dWjl0bzJ44xx6xiGf6jhj6eSw=,4,43,male,9,2011-04-07,2018-09-03,2706,40s,2011,4,3
5UxxKB4Y6BNHmdggEgd/Uq2gR4YLeRvFNLRp2MgSkU0=,4,25,male,9,2011-02-15,2017-09-18,2407,20s,2011,2,1
qF1UqGiUUKTg1PvbfPfGr1S5tYnSc/pjmuKo/OUiimM=,22,32,male,3,2015-06-04,2016-07-22,414,30s,2015,6,3
L1tOhpoNmd8Uva+R8bWlJFBuBVmyJdzG3VaSNs0Khck=,4,24,female,9,2007-03-17,2017-10-01,3851,20s,2007,3,5
U9vZCT8irrzj4oI/TSqcK8S9S0yL4JySEGDXwwOXuR0=,4,39,male,9,2011-09-10,2017-09-05,2187,30s,2011,9,5
PkARThAYPdbL2SdrTDjyvKQOo5VQr0DyJeJXQioGGTk=,15,30,male,9,2007-12-08,2018-02-07,3714,20s,2007,12,5
1GHQ/m6vKm3q/7DxoXVMAc+MJhtM+SlwATWVzaL02qA=,3,28,male,9,2007-12-25,2017-08-10,3516,20s,2007,12,1
16MWdwCPxarqsKKHK0X4O2UKl0y6qpxvYtSE9Jumax8=,13,20,male,3,2012-09-30,2017-10-10,1836,10s,2012,9,6
+IX+SGCXOhs/TuR/o3b8p0A+ZBW1a+dcILddWFgG9QM=,6,34,male,9,2011-04-13,2017-10-06,2368,30s,2011,4,2
DGdksNMXcaimunUwlYkGxg0l6M2TEoiCwQQvoVTAXLg=,5,34,male,9,2006-12-23,2017-10-11,3945,30s,2006,12,5
FBn5lX1m8BNAFevy7oiAe8JBxi20akyXBW7zG0MBVbQ=,5,29,female,9,2007-06-07,2017-12-21,3850,20s,2007,6,3
6xBMiheXaVGwmNH2cZe03EBvIma0r/vJ2A43S/OYncg=,12,26,male,9,2009-12-05,2017-10-07,2863,20s,2009,12,5
8Uq3xblrYlFiFG5G2g63NKuCRB3ZI/2TyTYUJzsi+C0=,6,40,male,9,2011-08-10,2017-04-17,2077,30s,2011,8,2
Coyd3oh4nw4OwU583pJZOeXnnnqw9KTtWzI7/oeJft8=,14,40,female,9,2007-08-20,2017-10-02,3696,30s,2007,8,0
Vws8bNFbMLrS3d2XFSGZrMLPUi8rQjviVDfbv959qMI=,10,24,male,9,2013-01-30,2017-11-20,1755,20s,2013,1,2
lo8IjPOifLMPJfivhCblJsWkeA9dcgQZYAbfg6uV4kA=,13,28,female,7,2012-08-13,2017-09-17,1861,20s,2012,8,0
liQlBFoxYy5vIvPO9UGdE0XSN3tEhjAMmFay65FtvGs=,5,23,female,9,2011-09-24,2017-11-22,2251,20s,2011,9,5
t3i3I7ZW5Ex8jDECBNOJNigU5Jsx+IK5jcNFGboYU4w=,4,33,male,4,2016-03-13,2017-06-13,457,30s,2016,3,6
VntXluSD1An2TLv6woUPH62UDsGTVu36jPnDaMEHedw=,4,22,male,3,2016-02-04,2016-10-30,269,20s,2016,2,3
4Y9Tp/fYcONhfE62UUdV/KMtBwg1E0b6fWEZl9kXwkU=,13,26,female,9,2016-09-05,2017-06-17,285,20s,2016,9,0
2TPc6VVjDRv+rUAFZp+Fz/SxsX1klrSBl7HXobrtp1E=,14,27,male,9,2011-01-01,2017-03-02,2252,20s,2011,1,5
quKx+v+fVOOoULJGYb8hZ9cU+jxgMO2afVcBy3slVNo=,5,21,male,9,2011-06-11,2018-04-22,2507,20s,2011,6,5
dUI1Hes7tEqGNIj/BuIMx1k8Kfiu+/QPwOsW4oEhczw=,21,23,male,3,2015-09-16,2017-09-23,738,20s,2015,9,2
fHwJYVqvkAPptzsQPCPwb4kkpqcFWwiII5+LvM4NoAM=,13,24,female,7,2012-10-27,2017-10-06,1805,20s,2012,10,5
S//BEDehJSzhLCour9OffeQrvYcRf5oU81vjOoJ5xNs=,15,31,male,9,2009-04-13,2017-09-10,3072,30s,2009,4,0
VEcrlAH9xffra1UCbNCpZV9RGoBF/VKsb9Atd13qAmc=,5,39,female,4,2015-12-09,2017-06-16,555,30s,2015,12,2
rC4TB72WleDaEGiW4TWFrmNBQVvmrAQ99LrVe1wOo5U=,13,24,male,9,2011-08-24,2017-10-10,2239,20s,2011,8,2
UhQAhbNQIBcuvveSmEjKKjta0CImW0ZRmgtqKPqkg0U=,13,25,female,9,2008-03-15,2018-10-01,3852,20s,2008,3,5
le00ECAkJW1Dr+fnExmA5AoQs5XyTgVUYufn7MtMJiw=,13,19,female,4,2015-11-07,2017-12-01,755,10s,2015,11,5
OaxpaYYS8OTcnPo7Wh4wXEQJbIsrf8YGShFmzxEubpg=,1,18,male,4,2015-10-21,2015-10-27,6,10s,2015,10,2
xE22wQAvqlZLENM70l+UsZtzL4XK3DHz6fT35NeoiRU=,22,33,male,7,2013-06-25,2017-09-10,1538,30s,2013,6,1
MHFl6qcNYCDtbZfutQ/OJE1Iw699cbRJKJz7ct3+kW8=,4,24,female,9,2008-06-01,2017-12-08,3477,20s,2008,6,6
ptxtPfr+rXR2vKUi2km386T2taX6hztxe7yYwhdXKm0=,6,30,male,9,2011-07-11,2017-04-14,2104,20s,2011,7,0
1pdNr+JsyrPHyq5H2MfNFlNXE0sKA6Qy2Y54RT9D8es=,5,40,male,9,2009-06-24,2017-02-16,2794,30s,2009,6,2
xqj8mfctdJDhkRubE/x4VNMJYcOPXYFB2hO/Jfnnzmg=,5,16,male,9,2016-01-30,2017-09-28,607,10s,2016,1,5
l1iZ+IEGcrSv7LxJ7m8sZpPEDo1Z/AjtjoC9mzaZPys=,15,20,female,3,2012-01-14,2019-03-09,2611,10s,2012,1,5
FSAVVuTXZ97B/VYy4+EEyMYWolI6TYUGT7i7CZCgd5c=,13,32,male,9,2009-05-23,2017-10-30,3082,30s,2009,5,5
pHJkzf3z96NcTutavgLfcvk09Jh6a8lzTwW6LWceCrk=,13,35,female,9,2007-02-22,2017-09-30,3873,30s,2007,2,3
tcQVTXB2yu6VD1MZV2DXlMo3VtxAYlK2B/X5w1xqyic=,5,24,male,9,2005-10-23,2017-06-14,4252,20s,2005,10,6
9xkPdOzQFV4YXG5an+h103IBRy6CUb1+pzlIMVXKMV0=,22,25,female,9,2011-05-15,2017-09-01,2301,20s,2011,5,6
U/sS4gPhWzykQZfcaiZgNcViEbnQAkrI7vMk0PnCJLc=,13,22,female,9,2011-11-18,2017-10-26,2169,20s,2011,11,4
f7Z3FGHBItHKaEbAAthjhXwz5FIcwn86G507w/ITOPM=,13,30,unknown,7,2015-10-31,2017-09-22,692,20s,2015,10,5
s4akfXF0PdkG8sibtldCHl85ktvYyrPRYPlETS1EKtc=,11,33,female,9,2010-04-03,2017-09-12,2719,30s,2010,4,5
UGX+2jh3WO5XRuVOPuPCiIetzHlBjh0DPOLPeJSe36E=,13,27,female,3,2015-01-16,2017-09-30,988,20s,2015,1,4
lubMsaZbwPFT8pKua3Dv/tRrMpMzsDhsrXaOl5Bb1jw=,5,36,male,7,2013-11-20,2017-09-10,1390,30s,2013,11,2
oxhcK2JeI2nojnZ6ilsoIfs0dGchOnFga1F7qSaBYMY=,1,22,male,3,2016-10-27,2016-11-24,28,20s,2016,10,3
9rCr7Jvk+xx4yPyqoXHISPBN7T9Dxgajlu+ab8JL8Qw=,4,27,male,9,2010-05-11,2017-10-03,2702,20s,2010,5,1
i9Iyl+mUxlxDpbMeEaBs6rWNmmBKcPokV+QGT70p2kw=,4,32,male,3,2013-11-20,2017-10-28,1438,30s,2013,11,2
Qh+14T3CgJf99euKbdrIrPoY4HTlHJ2a8O4Zm+2f6nA=,4,22,unknown,3,2012-08-24,2017-06-27,1768,20s,2012,8,4
Nv6bmZWT0VkL+Dzt3o0X2+djgx4MpWaYdsw4yNZIUWw=,22,20,male,9,2015-05-08,2018-02-03,1002,10s,2015,5,4
P2HXGyENSC2vlt3d/uHw+5OTIVE2aMTjYp28FdgVUf4=,22,19,male,3,2016-12-27,2016-12-30,3,10s,2016,12,1
Ny3p06QNAM6emom86cdQ8LcxXaSmPvSJi9vI6Jw537w=,1,41,male,3,2015-08-26,2015-09-02,7,40s,2015,8,2
vl3ob40Ez6Fap9ZqQFOkjY9N/zC0NYlwCmsQUj35EsE=,13,31,female,9,2013-09-03,2017-10-09,1497,30s,2013,9,1
w6O6XronrGMt0aTLL60Aj4M9wweIsAdDhrQp17JBVWM=,1,16,female,3,2014-11-29,2014-12-06,7,10s,2014,11,5
IJr/TeHysqF+QvKNlnffiSg8O37KdlC6UJfi22o+KW0=,14,26,female,3,2014-02-27,2017-10-04,1315,20s,2014,2,3
ZgcpnhSi72XWaZHy1iGk3C6p0vGrvCr1A4mG6L7Fy8Y=,5,24,male,3,2012-08-13,2017-10-29,1903,20s,2012,8,0
vdRERJEOot2LrEGToSbNBLYcMtOmDRT4z1LZ76IIvU8=,21,30,female,7,2011-10-03,2017-09-18,2177,20s,2011,10,0
MDrUDVHm0USVZ1M3ZueCNyf93VMT9wn0RYR3AOS9Ayw=,4,25,female,9,2007-01-17,2017-09-30,3909,20s,2007,1,2
HVksKDyqyT5kucaz+PHdVAOvsApUhw+Bi3epny0KlaI=,15,32,unknown,9,2014-07-12,2017-10-05,1181,30s,2014,7,5
UMV3EFkW9U4N6OghgAvlrtjr27WIOeOOJ3X3uzWtElY=,15,17,female,3,2013-03-27,2017-06-12,1538,10s,2013,3,2
T1XJJzAcqfwxYCZGw5mdwutGDjW0qUCpaKzbgSgHRpA=,15,29,male,3,2013-09-06,2017-10-17,1502,20s,2013,9,4
WkocCFIC5Qs9+PWf6tsOPfJtFbBLuFc1sQJUo4koKbk=,1,41,male,3,2016-12-14,2016-12-15,1,40s,2016,12,2
UAj/W0LyKhuHK7YFh5yTntKd/N0Rf14wU/8+0c108/g=,15,27,male,4,2016-12-18,2018-09-02,623,20s,2016,12,6
6K3N3QHzUm2Lr+KXhwK796YL3jQ/yQ/KyRRCBHW0DYk=,15,24,male,4,2016-02-08,2017-11-08,639,20s,2016,2,0
D3Iln3a2rXnZP0hvSjwGwOb/NfuoKzxYmy5vUZEhJog=,5,20,female,9,2010-02-01,2018-05-19,3029,10s,2010,2,0
LWkhKPmrQ4JHLv3gP7fXNUPSMSc5m+b8uLdDcys79ho=,4,17,male,3,2015-07-08,2017-08-15,769,10s,2015,7,2
iXIN5hx8+XPt67LVymTLFWv7RHCIOau9lqB6Zs8vow8=,18,34,male,7,2011-08-21,2017-09-30,2232,30s,2011,8,6
NhYTN6pkw80eJPo8uipFUXr4NUbWGEVM03EixEBdsC8=,5,30,female,3,2015-07-06,2016-12-09,522,20s,2015,7,0
CQU6SwTpa1CgTBSzopJbhusY/AMMtZ86s5OwvteNG6A=,5,17,male,7,2012-01-18,2017-09-13,2065,10s,2012,1,2
GBzPES6JKIDtBk5cPqAA8OFsH6xaylYGMcThgEQqB48=,15,27,male,9,2011-08-24,2017-10-10,2239,20s,2011,8,2
IfD9h3TlBCC9hbtuuJN7EYqLFWDVoXoS6a0cgpSjQcg=,5,33,female,3,2015-09-12,2017-09-18,737,30s,2015,9,5
gYMjvgzS4AQkJnWYFEJU1R5eNJhkaTik/mqf2Ixjo0Y=,22,20,male,4,2016-01-14,2018-10-19,1009,10s,2016,1,3
z9M9N+mx253mYp54zJPWX04iU3RyX1zfNPr5h96FO28=,15,52,female,9,2007-06-13,2017-09-24,3756,50s,2007,6,2
IhZl7JK+xi1x3zhX6rxQoXj6k4nTWWPKAnULxre6wEc=,14,30,female,4,2017-02-22,2017-09-26,216,20s,2017,2,2
09K0sDPnVcFS5qrg/Jv02XWyFf8bq439i5a9wmq3jSk=,21,25,male,7,2011-08-31,2017-09-20,2212,20s,2011,8,2
yiChS5L0ErN/iS0tb23SxSXivDYp1nGLdAMiTL+Je74=,5,39,female,9,2007-04-10,2018-11-23,4245,30s,2007,4,1
ZixLmRr1PlSM5uJfqIbY7ftL/ra1h/V2VoUE6UgJy0A=,4,43,female,9,2010-11-26,2017-09-27,2497,40s,2010,11,4
jQF51DjKocXbxJcVm2alVd0g8iKsmfZGGmpjQIwFR7s=,15,25,male,3,2015-02-26,2017-09-14,931,20s,2015,2,3
chYgsA7cW3RTqUAvBeXUjYuA0I9D6NUIANDPnOmIf/g=,1,17,male,4,2016-03-17,2017-07-08,478,10s,2016,3,3
YQiox2a4tbRbNBaL+VfOLH8oea77HPJMPWRh8euXZqM=,13,20,male,3,2012-05-23,2018-05-23,2191,10s,2012,5,2
/rfpzWLnNzZLAU6D8FML+gK8Igqr9JkzfT+vkg4V8eQ=,5,54,female,4,2016-04-19,2017-09-15,514,50s,2016,4,1
XTnllbK93wVdaMdsjQJ6YW/oZJSkjd8QrjSR9tkj/DY=,5,26,male,4,2015-12-14,2016-12-06,358,20s,2015,12,0
zfZBlTog9JUygA7DD5deHdre5SHv3cXoB0pqpcnv4AI=,5,24,female,3,2015-07-31,2016-12-14,502,20s,2015,7,4
hQRlHIBRA9LLynse06YPVMoKHd6vGD3nREcILcXUk6A=,4,27,female,3,2016-06-01,2017-07-19,413,20s,2016,6,2
lZTQ2qyb3VDej8DhfcdoGDzqDU81ZH8P4pkbfrxQiXA=,22,27,male,9,2004-09-12,2017-07-15,4689,20s,2004,9,6
e/EVHtTBqM0rVjpvEtfR0xSLVEaoeWIMiY6r3K83SZ8=,5,29,male,9,2013-08-19,2017-11-07,1541,20s,2013,8,0
9WZ0kKejXv15wlaSDr2CyguJHZ56S+eRJqdL0KrIkc8=,15,27,male,9,2014-09-27,2017-08-16,1054,20s,2014,9,5
J9gcUbswkORFy2j/ACO/gkC8gsiEKgzQGMqfX8RgbII=,1,22,male,4,2016-12-07,2017-01-17,41,20s,2016,12,2
3DMxQOAHrzRPtENG3IRR8sZR4vx/us+RQiPMNVw8biw=,8,21,female,9,2007-04-30,2018-02-05,3934,20s,2007,4,0
X6rttsZgGNRREsGzrSUiPXaXb0EZWLHtQaea5vpayww=,13,50,female,9,2005-11-06,2017-09-30,4346,40s,2005,11,6
WRwcfUKwDVQ46cylDQ1Tf8ayTojVYeh/00m0ubVNxQo=,5,54,female,9,2010-07-22,2017-10-03,2630,50s,2010,7,3
/biQasg7SuwsC+wbmS//sq+iCwmILa4ih81qceIwXfM=,9,26,male,7,2014-07-06,2017-09-30,1182,20s,2014,7,6
/Tolfn146MPQmc3AcTklWL//bvWjni/5pojNpabHyHU=,12,27,male,9,2013-10-15,2017-09-14,1430,20s,2013,10,1
EzLirGpFBS77odbkyVS5CvthGdldjHMomb30Q8RQdDE=,21,35,female,4,2016-04-05,2017-09-20,533,30s,2016,4,1
jb0ZNUeGe9KjqSbo+Q6kpGk+ESJUGrG3HJnGo3Qga8M=,5,25,unknown,7,2016-04-03,2017-09-07,522,20s,2016,4,6
xj6rajUl02+6t3/AFBJkFUL9w2z+dKpWCnEWVx/p144=,3,28,male,7,2012-01-11,2017-10-06,2095,20s,2012,1,2
g7ku6P40XCR/yiZ/KK9EQZNoblFIFSUtaocG6ZJTYdM=,22,27,female,4,2016-02-29,2017-10-01,580,20s,2016,2,0
J5lyn5dhBf8LIewo/yBJwO3zdshwrBx5diI9rP/NgBs=,1,42,female,7,2010-06-08,2018-01-06,2769,40s,2010,6,1
ZSGZjr2WItyAO3GPA3Q4PMAgxXV3w+2CjG6W997KGrY=,4,19,female,3,2014-11-06,2018-01-22,1173,10s,2014,11,3
dfRFEQhZ0ukyq5bE/zR/2DJEplP+fLGvPq0+0RD12OM=,5,34,female,9,2007-07-21,2018-07-25,4022,30s,2007,7,5
1Xk+1VQnBc7i2Z+rM4eobyi+HFMlJgbywC9x3HSf0vE=,15,31,male,9,2007-07-02,2017-09-30,3743,30s,2007,7,0
cj0ooWMAVXULhDM8tee6+tw7vnZne89m9FfpyXfmJ8M=,16,30,male,9,2008-11-01,2017-10-03,3258,20s,2008,11,5
iGYV+xXFiwY73rvYvho4zEi+TYy6C3qHIgYEbGw5qs0=,4,27,male,9,2010-01-01,2017-09-30,2829,20s,2010,1,4
roT6g6J1RMM5hGhY/Wwhz68Rom24LFhV7efOQuaWDhg=,13,18,male,4,2015-11-02,2017-03-16,500,10s,2015,11,0
IxtJTJmxOAx3G7BbP3Bm8D1jxLnKn1IARY8HHPGh0YI=,22,26,male,3,2015-01-12,2017-02-24,774,20s,2015,1,0
kqC1f3fHKpuYlohtpVFjr29PS+0z3JnlgQ6KEwJX+hE=,5,22,male,4,2016-04-21,2017-09-20,517,20s,2016,4,3
TKL/uZ3RIniKZkFOVrrrmc/yYe7gQhPBj7aKBNFo/y8=,15,21,female,3,2012-06-07,2017-03-09,1736,20s,2012,6,3
/qQpt7bPkns/GVJ6/LYJr5MNQGbqMOg3GYoEEubQPIE=,9,25,unknown,7,2015-10-26,2017-05-11,563,20s,2015,10,0
lPLPlpxnOlMjYYdnqKSMIkN1DrS7bOdYEzqqvShF96E=,1,29,male,3,2016-01-03,2016-08-21,231,20s,2016,1,6
aNuaRb3Kn3TFhdwkkwTESnd9zf6zwdSZLFovc6v/lJ4=,6,23,male,4,2016-02-14,2017-10-20,614,20s,2016,2,6
